3
110
73,67
97
92,6
77,33
66,86
58,62
52,22
191,2
253,91
335,08
309,38
287,5
268,4
328,19
308,94
325,28
329,89
313,45
298,57
364,18
348,39
402,67
390,04
375,08
361,26
399,82
386,07
396,1
414,42
401,53
389,39
378
437,17
425,11
413,65
429,79
418,79
408,38
398,46
389
396,93
387,93
379,53
391,07
382,77
374,81
367,2
359,88
369,57
362,54
355,72
349,15
342,84
352,62
371,93
395,4
388,73
382,27
376,02
369,97
364,11
358,44
352,94
347,62
358,72
353,46
348,35
355,01
350,04
368,71
379,26
425,14
419,48
413,97
408,61
403,38
408,99
403,89
398,91
394,06
389,33
384,7
380,19
375,79
371,48
367,27
363,16
359,14
355,21
351,36
347,59
343,94
340,33
336,79
333,35
329,97
339,19
335,81
332,5
329,25
326,07
322,94
319,88
316,87
328,83
325,8
322,82
336,07
333,05
330,11
327,2
349,19
358,61
355,53
377,12
373,94
370,81
367,72
364,69
361,71
358,79
355,9
353,06
350,27
349,48
346,76
344,08
341,44
338,84
336,28
333,76
331,28
328,83
326,42
324,04
321,7
319,4
317,12
314,88
312,67
310,5
308,35
306,25
304,16
302,1
304,88
312,31
310,23
308,19
306,16
304,17
302,2
300,26
298,34
296,45
294,58
292,74
290,92
289,12
287,34
285,58
283,85
282,13
283,83
282,14
280,46
280,49
279,21
277,58
275,98
274,39
272,82
271,26
269,73
268,21
266,71
265,23
263,76
262,31
260,87
259,45
260,7
259,3
257,91
256,53
255,18
253,83
252,5
251,18
249,88
248,59
251,11
252,02
250,73
250,43
249,17
247,92
246,69
246,27
245,05
252,45
251,22
250
248,79
247,59
251,33
254,84
253,63
252,44
251,25
250,08
248,91
247,76
246,62
245,49
244,37
243,26
242,15
241,06
239,98
238,91
237,85
236,8
235,76
234,72
233,7
243,04
241,99
240,95
239,92
238,89
237,88
236,87
235,87
234,88
233,9
232,92
231,96
231
230,05
233,14
232,18
231,24
230,3
229,38
228,46
227,54
226,64
225,74
224,85
223,96
223,09
222,22
221,35
220,49
219,64
218,8
217,97
217,13
216,31
219,46
218,64
217,82
217
216,19
215,39
214,59
213,8
213,02
212,24
211,47
210,7
209,94
209,18
208,43
210,97
210,22
209,47
212,2
211,45
210,71
209,98
211,94
219,99
219,23
218,47
219,26
219,73
221,33
226,43
225,66
228,27
227,49
226,73
225,97
225,21
224,46
223,72
227,04
228,73
227,98
227,23
226,49
225,75
225,02
224,3
223,57
222,85
222,14
221,44
221,44
223,33
222,63
221,93
222,77
222,08
221,38
225,78
225,08
224,39
227,63
226,93
226,24
225,55
224,86
224,18
223,5
223,03
226,74
226,06
225,41
228,7
230,35
229,66
228,99
228,78
228,11
227,44
226,78
226,12
225,46
224,81
224,17
223,52
222,88
222,24
221,61
224,99
224,67
226,73
226,09
225,99
225,36
225,75
225,12
224,5
223,87
223,26
222,64
222,03
221,42
220,82
221,7
222,37
221,77
221,17
220,57
221,07
225,52
226,62
229,9
233,31
240,86
240,22
243,24
242,6
241,96
241,33
240,7
240,07
239,45
238,83
239,92
239,62
241,78
241,16
240,54
245,41
248,66
248,03
247,4
246,78
246,15
245,54
244,92
244,31
243,7
249,28
248,66
248,04
247,43
251,94
251,32
250,7
250,09
249,48
248,87
248,27
247,67
247,07
246,47
247,66
248,89
248,3
248,89
248,29
247,7
248,81
249,55
248,99
255,34
254,74
254,14
253,55
252,96
252,37
253,08
257,02
256,42
257,79
257,81
257,22
256,63
256,05
256,62
256,04
255,46
254,88
254,31
256,19
255,62
255,05
261,34
265,64
267,73
268,06
267,54
268,43
267,83
267,68
267,09
266,5
265,92
265,34
264,76
264,19
263,61
264,88
264,31
263,74
263,17
264,17
263,6
263,04
262,48
261,92
261,36
260,81
260,26
261,67
261,22
265,47
264,92
264,36
268,34
267,78
267,22
266,67
266,12
265,71
265,16
264,61
264,07
266,58
266,03
265,49
264,95
266,78
266,24
265,7
